block,pot,position,sample_id,species,seedling_id,seed_weight_g,seed_number,seed_notes
C,72,7,C72-7,ABIG,2425,,,
C,72,8,C72-8,RCAES,2426,,,
C,72,9,C72-9,RCAES,2427,,,
C,72,10,C72-10,ABAR,2428,,,
C,72,11,C72-11,ABAR,2429,,,
C,72,12,C72-12,PLAB,2430,,,
C,73,1,C73-1,ECUR,2431,,,
C,73,2,C73-2,ECUR,2432,,,
C,73,3,C73-3,ECUR,2433,,,
C,74,1,C74-1,ECUR,2434,0.0189,,
C,74,2,C74-2,ECUR,2435,0.0181,,
C,74,3,C74-3,ECUR,2436,0.0151,,
C,75,1,C75-1,ECUR,2437,0.0451,,
C,75,2,C75-2,ECUR,2438,0.0394,,
C,75,3,C75-3,ECUR,2439,0.0286,,
C,76,1,C76-1,ECUR,2440,,,
C,76,2,C76-2,ECUR,2441,,,
C,76,3,C76-3,ECUR,2442,,,
C,76,4,C76-4,ECUR,2443,,,
C,76,5,C76-5,ECUR,2444,,,
C,76,6,C76-6,ECUR,2445,,,
C,77,1,C77-1,ECUR,2446,0.0098,,
C,77,2,C77-2,ECUR,2447,,,
C,77,3,C77-3,ECUR,2448,,,
C,77,4,C77-4,ECUR,2449,0.0057,,
C,77,5,C77-5,ECUR,2450,,,
C,77,6,C77-6,ECUR,2451,0.0116,,
C,78,1,C78-1,ECUR,2452,0.0376,,
C,78,2,C78-2,ECUR,2453,0.0122,,
C,78,3,C78-3,ECUR,2454,0.0395,,
C,78,4,C78-4,ECUR,2455,0.018,,
C,78,5,C78-5,ECUR,2456,0.0139,,
C,78,6,C78-6,ECUR,2457,,,
C,79,1,C79-1,ECUR,2458,,,
C,79,2,C79-2,ECUR,2459,,,
C,79,3,C79-3,ECUR,2460,,,
C,79,4,C79-4,ECUR,2461,,,
C,79,5,C79-5,ECUR,2462,,,
C,79,6,C79-6,ECUR,2463,,,
C,79,7,C79-7,ECUR,2464,,,
C,79,8,C79-8,ECUR,2465,,,
C,79,9,C79-9,ECUR,2466,,,
C,80,1,C80-1,ECUR,2467,,,
C,80,2,C80-2,ECUR,2468,,,
C,80,3,C80-3,ECUR,2469,,,
C,80,4,C80-4,ECUR,2470,,,
C,80,5,C80-5,ECUR,2471,,,
C,80,6,C80-6,ECUR,2472,,,
C,80,7,C80-7,ECUR,2473,,,
C,80,8,C80-8,ECUR,2474,,,
C,80,9,C80-9,ECUR,2475,,,
C,81,1,C81-1,ECUR,2476,,,
C,81,2,C81-2,ECUR,2477,,,
C,81,3,C81-3,ECUR,2478,0.0127,,
C,81,4,C81-4,ECUR,2479,,,
C,81,5,C81-5,ECUR,2480,0.0251,,
C,81,6,C81-6,ECUR,2481,,,
C,81,7,C81-7,ECUR,2482,,,
C,81,8,C81-8,ECUR,2483,0.0101,,
C,81,9,C81-9,ECUR,2484,,,
C,82,1,C82-1,ECUR,2485,,,
C,82,2,C82-2,ECUR,2486,,,
C,82,3,C82-3,ECUR,2487,,,
C,82,4,C82-4,ECUR,2488,,,
C,82,5,C82-5,ECUR,2489,,,
C,82,6,C82-6,ECUR,2490,,,
C,82,7,C82-7,ECUR,2491,,,
C,82,8,C82-8,ECUR,2492,,,
C,82,9,C82-9,ECUR,2493,,,
C,82,10,C82-10,ECUR,2494,,,
C,82,11,C82-11,ECUR,2495,,,
C,82,12,C82-12,ECUR,2496,,,
C,83,1,C83-1,ECUR,2497,,,
C,83,2,C83-2,ECUR,2498,,,
C,83,3,C83-3,ECUR,2499,,,
C,83,4,C83-4,ECUR,2500,,,
C,83,5,C83-5,ECUR,2501,,,
C,83,6,C83-6,ECUR,2502,,,
C,83,7,C83-7,ECUR,2503,,,
C,83,8,C83-8,ECUR,2504,,,
C,83,9,C83-9,ECUR,2505,,,
C,83,10,C83-10,ECUR,2506,,,
C,83,11,C83-11,ECUR,2507,,,
C,83,12,C83-12,ECUR,2508,,,
C,84,1,C84-1,ECUR,2509,,,
C,84,2,C84-2,ECUR,2510,,,
C,84,3,C84-3,ECUR,2511,,,
C,84,4,C84-4,ECUR,2512,,,
C,84,5,C84-5,ECUR,2513,,,
C,84,6,C84-6,ECUR,2514,,,
C,84,7,C84-7,ECUR,2515,,,
C,84,8,C84-8,ECUR,2516,,,
C,84,9,C84-9,ECUR,2517,,,
C,84,10,C84-10,ECUR,2518,,,
C,84,11,C84-11,ECUR,2519,0.0142,,
C,84,12,C84-12,ECUR,2520,,,
C,85,1,C85-1,ECUR,2521,,,
C,85,2,C85-2,ABIG,2522,,,
C,85,3,C85-3,PLAB,2523,,,
C,85,4,C85-4,RCAES,2524,,,
C,85,5,C85-5,ECUR,2525,,,
C,85,6,C85-6,ECUR,2526,,,
C,86,1,C86-1,ABIG,2527,,,
C,86,2,C86-2,ECUR,2528,,,
C,86,3,C86-3,RCAES,2529,,,
C,86,4,C86-4,ECUR,2530,,,
C,86,5,C86-5,PLAB,2531,,,
C,86,6,C86-6,ECUR,2532,,,
C,87,1,C87-1,ECUR,2533,,,
C,87,2,C87-2,ECUR,2534,0.0245,,
C,87,3,C87-3,RCAES,2535,,,
C,87,4,C87-4,ECUR,2536,,,
C,87,5,C87-5,ABIG,2537,,,
C,87,6,C87-6,PLAB,2538,,,
C,88,1,C88-1,RCAES,2539,,,
C,88,2,C88-2,ECUR,2540,,,
C,88,3,C88-3,ECUR,2541,,,
C,88,4,C88-4,ECUR,2542,,,
C,88,5,C88-5,ECUR,2543,,,
C,88,6,C88-6,ECUR,2544,,,
C,88,7,C88-7,ECUR,2545,,,
C,88,8,C88-8,ABIG,2546,,,
C,88,9,C88-9,PLAB,2547,,,
C,89,1,C89-1,ECUR,2548,,,
C,89,2,C89-2,RCAES,2549,,,
C,89,3,C89-3,ECUR,2550,,,
C,89,4,C89-4,ECUR,2551,,,
C,89,5,C89-5,ECUR,2552,,,
C,89,6,C89-6,PLAB,2553,,,
C,89,7,C89-7,ECUR,2554,,,
C,89,8,C89-8,ECUR,2555,,,
C,89,9,C89-9,ABIG,2556,0.1004,,
C,90,1,C90-1,ECUR,2557,,,
C,90,2,C90-2,ECUR,2558,,,
C,90,3,C90-3,ECUR,2559,,,
C,90,4,C90-4,ECUR,2560,0.0161,,
C,90,5,C90-5,ECUR,2561,,,
C,90,6,C90-6,RCAES,2562,,,
C,90,7,C90-7,ECUR,2563,,,
C,90,8,C90-8,PLAB,2564,,,
C,90,9,C90-9,ABIG,2565,,,
C,91,1,C91-1,ECUR,2566,,,
C,91,2,C91-2,ECUR,2567,,,
C,91,3,C91-3,ECUR,2568,,,
C,91,4,C91-4,ECUR,2569,,,
C,91,5,C91-5,ABIG,2570,,,
C,91,6,C91-6,RCAES,2571,,,
C,91,7,C91-7,ECUR,2572,,,
C,91,8,C91-8,PLAB,2573,,,
C,91,9,C91-9,ECUR,2574,,,
C,91,10,C91-10,ECUR,2575,,,
C,91,11,C91-11,ECUR,2576,,,
C,91,12,C91-12,ECUR,2577,,,
C,92,1,C92-1,ECUR,2578,,,
C,92,2,C92-2,ECUR,2579,,,
C,92,3,C92-3,ECUR,2580,,,
C,92,4,C92-4,ECUR,2581,,,
C,92,5,C92-5,ECUR,2582,,,
C,92,6,C92-6,RCAES,2583,,,
C,92,7,C92-7,ECUR,2584,,,
C,92,8,C92-8,ECUR,2585,,,
C,92,9,C92-9,ECUR,2586,,,
C,92,10,C92-10,PLAB,2587,,,
C,92,11,C92-11,ECUR,2588,,,
C,92,12,C92-12,ABIG,2589,,,
C,93,1,C93-1,PLAB,2590,,,
C,93,2,C93-2,ECUR,2591,,,
C,93,3,C93-3,ECUR,2592,,,
C,93,4,C93-4,ECUR,2593,,,
C,93,5,C93-5,RCAES,2594,,,
C,93,6,C93-6,ECUR,2595,,,
C,93,7,C93-7,ECUR,2596,,,
C,93,8,C93-8,ECUR,2597,,,
C,93,9,C93-9,ECUR,2598,,,
C,93,10,C93-10,ECUR,2599,,,
C,93,11,C93-11,ABIG,2600,,,
C,93,12,C93-12,ECUR,2601,,,
C,94,1,C94-1,RCAES,2602,,,
C,94,2,C94-2,ECUR,2603,,,
C,94,3,C94-3,ECUR,2604,,,
C,94,4,C94-4,PLAB,2605,,,
C,94,5,C94-5,ABIG,2606,,,
C,94,6,C94-6,ABIG,2607,,,
C,94,7,C94-7,ECUR,2608,,,
C,94,8,C94-8,PLAB,2609,,,
C,94,9,C94-9,RCAES,2610,,,
C,95,1,C95-1,ABIG,2611,,,
C,95,2,C95-2,ABIG,2612,,,
C,95,3,C95-3,RCAES,2613,,,
C,95,4,C95-4,ECUR,2614,,,
C,95,5,C95-5,ECUR,2615,,,
C,95,6,C95-6,PLAB,2616,,,
C,95,7,C95-7,PLAB,2617,,,
C,95,8,C95-8,ECUR,2618,,,
C,95,9,C95-9,RCAES,2619,,,
C,96,1,C96-1,PLAB,2620,,,
C,96,2,C96-2,PLAB,2621,,,
C,96,3,C96-3,ECUR,2622,,,
C,96,4,C96-4,ABIG,2623,,,
C,96,5,C96-5,RCAES,2624,,,
C,96,6,C96-6,ECUR,2625,,,
C,96,7,C96-7,ABIG,2626,,,
C,96,8,C96-8,RCAES,2627,,,
C,96,9,C96-9,ECUR,2628,,,
C,97,1,C97-1,ECUR,2629,,,
C,97,2,C97-2,PLAB,2630,,,
C,97,3,C97-3,ECUR,2631,,,
C,97,4,C97-4,ABIG,2632,,,
C,97,5,C97-5,ECUR,2633,,,
C,97,6,C97-6,ECUR,2634,,,
C,97,7,C97-7,ECUR,2635,,,
C,97,8,C97-8,ABIG,2636,,,
C,97,9,C97-9,RCAES,2637,,,
C,97,10,C97-10,RCAES,2638,,,
C,97,11,C97-11,PLAB,2639,,,
C,97,12,C97-12,ECUR,2640,,,
C,98,1,C98-1,ECUR,2641,,,
C,98,2,C98-2,RCAES,2642,,,
C,98,3,C98-3,PLAB,2643,,,
C,98,4,C98-4,ECUR,2644,,,
C,98,5,C98-5,PLAB,2645,,,
C,98,6,C98-6,ECUR,2646,,,
C,98,7,C98-7,ABIG,2647,,,
C,98,8,C98-8,ABIG,2648,,,
C,98,9,C98-9,ECUR,2649,,,
C,98,10,C98-10,ECUR,2650,,,
C,98,11,C98-11,ECUR,2651,,,
C,98,12,C98-12,RCAES,2652,,,
C,99,1,C99-1,RCAES,2653,,,
C,99,2,C99-2,ECUR,2654,,,
C,99,3,C99-3,RCAES,2655,,,
C,99,4,C99-4,ECUR,2656,,,
C,99,5,C99-5,ABIG,2657,,,
C,99,6,C99-6,ABIG,2658,,,
C,99,7,C99-7,ECUR,2659,,,
C,99,8,C99-8,ECUR,2660,,,
C,99,9,C99-9,ECUR,2661,,,
C,99,10,C99-10,PLAB,2662,,,
C,99,11,C99-11,PLAB,2663,,,
C,99,12,C99-12,ECUR,2664,,,
C,100,1,C100-1,ABIG,2665,,,
C,100,2,C100-2,ECUR,2666,,,
C,100,3,C100-3,ECUR,2667,,,
C,100,4,C100-4,PLAB,2668,,,
C,100,5,C100-5,ABIG,2669,,,
C,100,6,C100-6,ABIG,2670,,,
C,100,7,C100-7,ECUR,2671,,,
C,100,8,C100-8,RCAES,2672,,,
C,100,9,C100-9,RCAES,2673,,,
C,100,10,C100-10,RCAES,2674,,,
C,100,11,C100-11,PLAB,2675,,,
C,100,12,C100-12,PLAB,2676,,,
C,101,1,C101-1,ECUR,2677,,,
C,101,2,C101-2,ABIG,2678,,,
C,101,3,C101-3,ECUR,2679,,,
C,101,4,C101-4,PLAB,2680,,,
C,101,5,C101-5,PLAB,2681,,,
C,101,6,C101-6,ABIG,2682,,,
C,101,7,C101-7,ABIG,2683,,,
C,101,8,C101-8,RCAES,2684,,,
C,101,9,C101-9,RCAES,2685,,,
C,101,10,C101-10,RCAES,2686,,,
C,101,11,C101-11,ECUR,2687,,,
C,101,12,C101-12,PLAB,2688,,,
C,102,1,C102-1,ABIG,2689,,,
C,102,2,C102-2,PLAB,2690,,,
C,102,3,C102-3,PLAB,2691,,,
C,102,4,C102-4,PLAB,2692,,,
C,102,5,C102-5,ABIG,2693,,,
C,102,6,C102-6,ECUR,2694,,,
C,102,7,C102-7,ECUR,2695,,,
C,102,8,C102-8,RCAES,2696,,,
C,102,9,C102-9,ECUR,2697,,,
C,102,10,C102-10,ABIG,2698,,,
C,102,11,C102-11,RCAES,2699,,,
C,102,12,C102-12,RCAES,2700,,,
D,1,1,D1-1,RCAES,2701,,,
D,1,2,D1-2,ABIG,2702,,,
D,1,3,D1-3,PLAB,2703,,,
D,2,1,D2-1,RCAES,2704,,,
D,2,2,D2-2,PLAB,2705,,,
D,2,3,D2-3,ABIG,2706,,,
D,3,1,D3-1,ABIG,2707,,,
D,3,2,D3-2,PLAB,2708,,,
D,3,3,D3-3,RCAES,2709,,,
D,4,1,D4-1,ABIG,2710,,,
D,4,2,D4-2,PLAB,2711,,,
D,4,3,D4-3,PLAB,2712,,,
D,4,4,D4-4,ABIG,2713,,,
D,4,5,D4-5,RCAES,2714,,,
D,4,6,D4-6,RCAES,2715,,,
D,5,1,D5-1,RCAES,2716,,,
D,5,2,D5-2,PLAB,2717,,,
D,5,3,D5-3,RCAES,2718,,,
D,5,4,D5-4,PLAB,2719,,,
D,5,5,D5-5,ABIG,2720,,,
D,5,6,D5-6,ABIG,2721,,,
D,6,1,D6-1,PLAB,2722,,,
D,6,2,D6-2,PLAB,2723,,,
D,6,3,D6-3,RCAES,2724,,,
D,6,4,D6-4,ABIG,2725,,,
D,6,5,D6-5,ABIG,2726,,,
D,6,6,D6-6,RCAES,2727,,,
D,7,1,D7-1,ABIG,2728,,,
D,7,2,D7-2,RCAES,2729,,,
D,7,3,D7-3,ABIG,2730,,,
D,7,4,D7-4,ABIG,2731,,,
D,7,5,D7-5,PLAB,2732,,,
D,7,6,D7-6,RCAES,2733,,,
D,7,7,D7-7,PLAB,2734,,,
D,7,8,D7-8,PLAB,2735,,,
D,7,9,D7-9,RCAES,2736,,,
D,8,1,D8-1,PLAB,2737,,,
D,8,2,D8-2,RCAES,2738,,,
D,8,3,D8-3,PLAB,2739,,,
D,8,4,D8-4,RCAES,2740,,,
D,8,5,D8-5,PLAB,2741,,,
D,8,6,D8-6,ABIG,2742,,,
D,8,7,D8-7,RCAES,2743,,,
D,8,8,D8-8,ABIG,2744,,,
D,8,9,D8-9,ABIG,2745,,,
D,9,1,D9-1,ABIG,2746,,,
D,9,2,D9-2,PLAB,2747,,,
D,9,3,D9-3,PLAB,2748,,,
D,9,4,D9-4,RCAES,2749,,,
D,9,5,D9-5,PLAB,2750,,,
D,9,6,D9-6,ABIG,2751,,,
D,9,7,D9-7,RCAES,2752,,,
D,9,8,D9-8,ABIG,2753,,,
D,9,9,D9-9,RCAES,2754,,,
D,10,1,D10-1,PLAB,2755,,,
D,10,2,D10-2,RCAES,2756,,,
D,10,3,D10-3,ABIG,2757,,,
D,10,4,D10-4,RCAES,2758,,,
D,10,5,D10-5,ABIG,2759,,,
D,10,6,D10-6,ABIG,2760,,,
D,10,7,D10-7,RCAES,2761,,,
D,10,8,D10-8,PLAB,2762,,,
D,10,9,D10-9,PLAB,2763,,,
D,10,10,D10-10,RCAES,2764,,,
D,10,11,D10-11,PLAB,2765,,,
D,10,12,D10-12,ABIG,2766,,,
D,11,1,D11-1,PLAB,2767,,,
D,11,2,D11-2,RCAES,2768,,,
D,11,3,D11-3,RCAES,2769,,,
D,11,4,D11-4,ABIG,2770,,,
D,11,5,D11-5,PLAB,2771,,,
D,11,6,D11-6,ABIG,2772,,,
D,11,7,D11-7,PLAB,2773,,,
D,11,8,D11-8,ABIG,2774,,,
D,11,9,D11-9,RCAES,2775,,,
D,11,10,D11-10,PLAB,2776,,,
D,11,11,D11-11,RCAES,2777,,,
D,11,12,D11-12,ABIG,2778,,,
D,12,1,D12-1,ABIG,2779,,,
D,12,2,D12-2,RCAES,2780,,,
D,12,3,D12-3,PLAB,2781,,,
D,12,4,D12-4,ABIG,2782,,,
D,12,5,D12-5,ABIG,2783,,,
D,12,6,D12-6,PLAB,2784,,,
D,12,7,D12-7,PLAB,2785,,,
D,12,8,D12-8,PLAB,2786,,,
D,12,9,D12-9,RCAES,2787,,,
D,12,10,D12-10,ABIG,2788,,,
D,12,11,D12-11,RCAES,2789,,,
D,12,12,D12-12,RCAES,2790,,,
D,13,1,D13-1,BDIA,2791,0.0222,,
D,13,2,D13-2,BDIA,2792,0.0156,,
D,13,3,D13-3,BDIA,2793,0.0529,,
D,14,1,D14-1,BDIA,2794,0.1562,,
D,14,2,D14-2,BDIA,2795,0.1018,,
D,14,3,D14-3,BDIA,2796,0.3753,,
D,15,1,D15-1,BDIA,2797,0.3564,,
D,15,2,D15-2,BDIA,2798,0.1363,,
D,15,3,D15-3,BDIA,2799,0.0491,,
D,16,1,D16-1,BDIA,2800,0.0408,,
D,16,2,D16-2,BDIA,2801,0.0484,,
D,16,3,D16-3,BDIA,2802,,,
D,16,4,D16-4,BDIA,2803,0.0549,,
D,16,5,D16-5,BDIA,2804,0.0415,,
D,16,6,D16-6,BDIA,2805,0.0573,,
D,17,1,D17-1,BDIA,2806,0.058,,
D,17,2,D17-2,BDIA,2807,0.1673,,
D,17,3,D17-3,BDIA,2808,0.1715,,
D,17,4,D17-4,BDIA,2809,,,
D,17,5,D17-5,BDIA,2810,0.1495,,
D,17,6,D17-6,BDIA,2811,0.2493,,
D,18,1,D18-1,BDIA,2812,0.1681,,
D,18,2,D18-2,BDIA,2813,0.2792,,
D,18,3,D18-3,BDIA,2814,0.149,,
D,18,4,D18-4,BDIA,2815,0.1913,,
D,18,5,D18-5,BDIA,2816,0.0421,,
D,18,6,D18-6,BDIA,2817,0.2106,,
D,19,1,D19-1,BDIA,2818,0.0107,,
D,19,2,D19-2,BDIA,2819,0.0104,,
D,19,3,D19-3,BDIA,2820,0.0358,,
D,19,4,D19-4,BDIA,2821,0.0188,,
D,19,5,D19-5,BDIA,2822,0.0378,,
D,19,6,D19-6,BDIA,2823,0.0283,,
D,19,7,D19-7,BDIA,2824,0.0038,,
D,19,8,D19-8,BDIA,2825,0.0172,,
D,19,9,D19-9,BDIA,2826,0.0393,,
D,20,1,D20-1,BDIA,2827,0.0912,,
D,20,2,D20-2,BDIA,2828,0.122,,
D,20,3,D20-3,BDIA,2829,0.0777,,
D,20,4,D20-4,BDIA,2830,0.1052,,
D,20,5,D20-5,BDIA,2831,0.0461,,
D,20,6,D20-6,BDIA,2832,,,
D,20,7,D20-7,BDIA,2833,0.0762,,
D,20,8,D20-8,BDIA,2834,0.0938,,
D,20,9,D20-9,BDIA,2835,0.1925,,
D,21,1,D21-1,BDIA,2836,0.1061,,
D,21,2,D21-2,BDIA,2837,0.1409,,
D,21,3,D21-3,BDIA,2838,0.1063,,
D,21,4,D21-4,BDIA,2839,0.1461,,
D,21,5,D21-5,BDIA,2840,0.0619,,
D,21,6,D21-6,BDIA,2841,0.1137,,
D,21,7,D21-7,BDIA,2842,0.1379,,
D,21,8,D21-8,BDIA,2843,0.1625,,
D,21,9,D21-9,BDIA,2844,0.2492,,
D,22,1,D22-1,BDIA,2845,0.0203,,
D,22,2,D22-2,BDIA,2846,0.0403,,
D,22,3,D22-3,BDIA,2847,0.0231,,
D,22,4,D22-4,BDIA,2848,0.0267,,
D,22,5,D22-5,BDIA,2849,0.0401,,
D,22,6,D22-6,BDIA,2850,0.0182,,
D,22,7,D22-7,BDIA,2851,0.0292,,
D,22,8,D22-8,BDIA,2852,0.0346,,
D,22,9,D22-9,BDIA,2853,0.0644,,
D,22,10,D22-10,BDIA,2854,0.029,,
D,22,11,D22-11,BDIA,2855,0.0285,,
D,22,12,D22-12,BDIA,2856,0.0305,,
D,23,1,D23-1,BDIA,2857,0.0169,,
D,23,2,D23-2,BDIA,2858,0.1256,,
D,23,3,D23-3,BDIA,2859,0.0626,,
D,23,4,D23-4,BDIA,2860,0.0463,,
D,23,5,D23-5,BDIA,2861,0.114,,
D,23,6,D23-6,BDIA,2862,0.0267,,
D,23,7,D23-7,BDIA,2863,0.0582,,
D,23,8,D23-8,BDIA,2864,0.0466,,
D,23,9,D23-9,BDIA,2865,0.0222,,
D,23,10,D23-10,BDIA,2866,0.0447,,
D,23,11,D23-11,BDIA,2867,0.1095,,
D,23,12,D23-12,BDIA,2868,0.0292,,
D,24,1,D24-1,BDIA,2869,0.112,,
D,24,2,D24-2,BDIA,2870,0.243,,
D,24,3,D24-3,BDIA,2871,0.1511,,
D,24,4,D24-4,BDIA,2872,0.1714,,
D,24,5,D24-5,BDIA,2873,0.0965,,
D,24,6,D24-6,BDIA,2874,0.1362,,
D,24,7,D24-7,BDIA,2875,0.1634,,
D,24,8,D24-8,BDIA,2876,0.1688,,
D,24,9,D24-9,BDIA,2877,0.0713,,
D,24,10,D24-10,BDIA,2878,0.155,,
D,24,11,D24-11,BDIA,2879,0.1182,,
D,24,12,D24-13,BDIA,3601,0.1653,,
D,24,13,D24-12,BDIA,2880,0.1647,,
D,25,1,D25-1,BDIA,2881,0.0614,,
D,25,2,D25-2,RCAES,2882,,,
D,25,3,D25-3,PLAB,2883,,,
D,25,4,D25-4,BDIA,2884,0.0503,,
D,25,5,D25-5,ABIG,2885,,,
D,25,6,D25-6,BDIA,2886,0.0643,,
D,26,1,D26-1,RCAES,2887,,,
D,26,2,D26-2,ABIG,2888,,,
D,26,3,D26-3,PLAB,2889,,,
D,26,4,D26-4,BDIA,2890,0.2007,,
D,26,5,D26-5,BDIA,2891,0.1756,,
D,26,6,D26-6,BDIA,2892,0.1773,,
D,27,1,D27-1,ABIG,2893,,,
D,27,2,D27-2,BDIA,2894,0.2609,,
D,27,3,D27-3,PLAB,2895,,,
D,27,4,D27-4,BDIA,2896,0.2713,,
D,27,5,D27-5,RCAES,2897,,,
D,27,6,D27-6,BDIA,2898,0.0135,,
D,28,1,D28-1,ABIG,2899,,,
D,28,2,D28-2,BDIA,2900,0.0391,,
D,28,3,D28-3,BDIA,2901,0.0165,,
D,28,4,D28-4,RCAES,2902,,,
D,28,5,D28-5,BDIA,2903,0.0321,,
D,28,6,D28-6,BDIA,2904,0.0221,,
D,28,7,D28-7,BDIA,2905,0.0274,,
D,28,8,D28-8,PLAB,2906,,,
D,28,9,D28-9,BDIA,2907,0.0571,,
D,29,1,D29-1,BDIA,2908,,,
D,29,2,D29-2,BDIA,2909,0.087,,
D,29,3,D29-3,RCAES,2910,,,
D,29,4,D29-4,ABIG,2911,,,
D,29,5,D29-5,BDIA,2912,0.0398,,
D,29,6,D29-6,BDIA,2913,0.1254,,
D,29,7,D29-7,BDIA,2914,0.0383,,
D,29,8,D29-8,PLAB,2915,,,
D,29,9,D29-9,BDIA,2916,0.2011,,
D,30,1,D30-1,BDIA,2917,,,
D,30,2,D30-2,ABIG,2918,,,
D,30,3,D30-3,BDIA,2919,0.1738,,
D,30,4,D30-4,BDIA,2920,0.1085,,
D,30,5,D30-5,PLAB,2921,,,
D,30,6,D30-6,BDIA,2922,0.1802,,
D,30,7,D30-7,BDIA,2923,0.1373,,
D,30,8,D30-8,BDIA,2924,0.1711,,
D,30,9,D30-9,RCAES,2925,,,
D,31,1,D31-1,BDIA,2926,0.0345,,
D,31,2,D31-2,PLAB,2927,,,
D,31,3,D31-3,ABIG,2928,,,
D,31,4,D31-4,BDIA,2929,0.0374,,
D,31,5,D31-5,BDIA,2930,0.0264,,
D,31,6,D31-6,BDIA,2931,0.0593,,
D,31,7,D31-7,BDIA,2932,0.0454,,
D,31,8,D31-8,BDIA,2933,,,
D,31,9,D31-9,BDIA,2934,0.0514,,
D,31,10,D31-10,RCAES,2935,,,
D,31,11,D31-11,BDIA,2936,0.0334,,
D,31,12,D31-12,BDIA,2937,,,
D,32,1,D32-1,BDIA,2938,0.12,,
D,32,2,D32-2,ABIG,2939,,,
D,32,3,D32-3,BDIA,2940,0.0878,,
D,32,4,D32-4,BDIA,2941,0.1423,,
D,32,5,D32-5,BDIA,2942,,,
D,32,6,D32-6,BDIA,2943,,,
D,32,7,D32-7,BDIA,2944,0.0957,,
D,32,8,D32-8,BDIA,2945,,,
D,32,9,D32-9,BDIA,2946,0.0745,,
D,32,10,D32-10,BDIA,2947,0.1047,,
D,32,11,D32-11,PLAB,2948,,,
D,32,12,D32-12,RCAES,2949,,,
D,33,1,D33-1,BDIA,2950,0.2074,,
D,33,2,D33-2,RCAES,2951,,,
D,33,3,D33-3,BDIA,2952,0.1524,,
D,33,4,D33-4,BDIA,2953,0.1233,,
D,33,5,D33-5,PLAB,2954,,,
D,33,6,D33-6,BDIA,2955,0.0714,,
D,33,7,D33-7,BDIA,2956,0.1323,,
D,33,8,D33-8,BDIA,2957,0.1145,,
D,33,9,D33-9,ABIG,2958,,,
D,33,10,D33-10,BDIA,2959,0.1539,,
D,33,11,D33-11,BDIA,2960,0.0705,,
D,33,12,D33-12,BDIA,2961,0.0932,,
D,34,1,D34-1,RCAES,2962,,,
D,34,2,D34-2,PLAB,2963,,,
D,34,3,D34-3,RCAES,2964,,,
D,34,4,D34-4,BDIA,2965,0.0269,,
D,34,5,D34-5,ABIG,2966,,,
D,34,6,D34-6,BDIA,2967,0.0519,,
D,34,7,D34-7,BDIA,2968,0.0804,,
D,34,8,D34-8,ABIG,2969,,,
D,34,9,D34-9,PLAB,2970,,,
D,35,1,D35-1,ABIG,2971,,,
D,35,2,D35-2,PLAB,2972,,,
D,35,3,D35-3,RCAES,2973,,,
D,35,4,D35-4,BDIA,2974,0.1755,,
D,35,5,D35-5,ABIG,2975,,,
D,35,6,D35-6,RCAES,2976,,,
D,35,7,D35-7,BDIA,2977,0.0934,,
D,35,8,D35-8,BDIA,2978,0.166,,
D,35,9,D35-9,PLAB,2979,,,
D,36,1,D36-1,RCAES,2980,,,
D,36,2,D36-2,RCAES,2981,,,
D,36,3,D36-3,BDIA,2982,0.3242,,
D,36,4,D36-4,ABIG,2983,,,
D,36,5,D36-5,BDIA,2984,0.2545,,
D,36,6,D36-6,ABIG,2985,,,
D,36,7,D36-7,PLAB,2986,,,
D,36,8,D36-8,PLAB,2987,,,
D,36,9,D36-9,BDIA,2988,0.417,,
D,37,1,D37-1,RCAES,2989,,,
D,37,2,D37-2,BDIA,2990,0.0611,,
D,37,3,D37-3,BDIA,2991,0.0392,,
D,37,4,D37-4,BDIA,2992,0.023,,
D,37,5,D37-5,BDIA,2993,0.0196,,
D,37,6,D37-6,BDIA,2994,0.0946,,
D,37,7,D37-7,BDIA,2995,0.0526,,
D,37,8,D37-8,RCAES,2996,,,
D,37,9,D37-9,PLAB,2997,,,
D,37,10,D37-10,PLAB,2998,,,
D,37,11,D37-11,ABIG,2999,,,
D,37,12,D37-12,ABIG,3000,,,
D,38,1,D38-1,PLAB,3001,,,
D,38,2,D38-2,ABIG,3002,,,
D,38,3,D38-3,RCAES,3003,,,
D,38,4,D38-4,BDIA,3004,0.0794,,
D,38,5,D38-5,BDIA,3005,0.0967,,
D,38,6,D38-6,BDIA,3006,0.0966,,
D,38,7,D38-7,BDIA,3007,0.1019,,
D,38,8,D38-8,PLAB,3008,,,
D,38,9,D38-9,ABIG,3009,,,
D,38,10,D38-10,BDIA,3010,0.0883,,
D,38,11,D38-11,RCAES,3011,,,
D,38,12,D38-12,BDIA,3012,0.1812,,
D,39,1,D39-1,PLAB,3013,,,
D,39,2,D39-2,BDIA,3014,0.3053,,
D,39,3,D39-3,RCAES,3015,,,
D,39,4,D39-4,PLAB,3016,,,
D,39,5,D39-5,ABIG,3017,,,
D,39,6,D39-6,BDIA,3018,0.0836,,
D,39,7,D39-7,BDIA,3019,0.1537,,
D,39,8,D39-8,BDIA,3020,0.1698,,
D,39,9,D39-9,BDIA,3021,0.1249,,
D,39,10,D39-10,ABIG,3022,,,
D,39,11,D39-11,RCAES,3023,,,
D,39,12,D39-12,BDIA,3024,0.1999,,
