seedling_id,sample_id,biomass_weight_g,weight_notes
2747,D9-2,0.1107,NA
2748,D9-3,0.1285,NA
2749,D9-4,0.0721,NA
2750,D9-5,0.1119,NA
2751,D9-6,0.3164,NA
2752,D9-7,0.0315,NA
2753,D9-8,0.1417,NA
2754,D9-9,0.1201,NA
2755,D10-1,0.0242,NA
2756,D10-2,0.0404,NA
2757,D10-3,0.018,NA
2758,D10-4,0.0226,NA
2759,D10-5,0.0073,NA
2760,D10-6,0.0265,NA
2761,D10-7,0.0109,NA
2762,D10-8,0.0199,NA
2763,D10-9,0.0301,NA
2764,D10-10,0.0324,NA
2765,D10-11,0.0276,NA
2766,D10-12,0.0591,NA
2767,D11-1,0.0567,NA
2768,D11-2,0.0773,NA
2769,D11-3,0.0815,NA
2770,D11-4,0.1119,NA
2771,D11-5,0.0426,NA
2772,D11-6,0.0422,NA
2773,D11-7,0.0432,NA
2774,D11-8,0.047,NA
2775,D11-9,0.0361,NA
2776,D11-10,0.0855,NA
2777,D11-11,0.0727,NA
2778,D11-12,0.0643,NA
2779,D12-1,0.0488,NA
2780,D12-2,0.055,NA
2781,D12-3,0.0899,NA
2782,D12-4,0.183,NA
2783,D12-5,0.191,NA
2784,D12-6,0.0768,NA
2785,D12-7,0.0675,NA
2786,D12-8,0.1112,NA
2787,D12-9,0.057,NA
2788,D12-10,0.1724,NA
2789,D12-11,0.0622,NA
2790,D12-12,0.0703,NA
2791,D13-1,0.1247,NA
2792,D13-2,0.0803,NA
2793,D13-3,0.2049,NA
2794,D14-1,0.3153,NA
2795,D14-2,0.486,NA
2796,D14-3,0.1255,NA
2797,D15-1,0.6474,NA
2798,D15-2,0.9306,NA
2799,D15-3,0.2026,NA
2800,D16-1,0.0635,NA
2801,D16-2,0.0819,NA
2802,D16-3,0.0701,NA
2803,D16-4,0.0547,NA
2804,D16-5,0.04,NA
2805,D16-6,0.0981,NA
2806,D17-1,0.1099,NA
2807,D17-2,0.2984,NA
2808,D17-3,0.1466,NA
2809,D17-4,0.1402,NA
2810,D17-5,0.2572,NA
2811,D17-6,0.1845,NA
2812,D18-1,0.3661,NA
2813,D18-2,0.3249,NA
2814,D18-3,0.4474,NA
2815,D18-4,0.4525,NA
2816,D18-5,0.0521,NA
2817,D18-6,0.4842,NA
2818,D19-1,0.032,NA
2819,D19-2,0.0369,NA
2820,D19-3,0.0484,NA
2821,D19-4,0.0618,NA
2822,D19-5,0.052,NA
2823,D19-6,0.0339,NA
2824,D19-7,0.0691,NA
2825,D19-8,0.0714,NA
2826,D19-9,0.0636,NA
2827,D20-1,0.0802,NA
2828,D20-2,0.1642,NA
2829,D20-3,0.122,NA
2830,D20-4,0.1003,NA
2831,D20-5,0.0885,NA
2832,D20-6,0.1357,NA
2833,D20-7,0.087,NA
2834,D20-8,0.1852,NA
2835,D20-9,0.2233,NA
2836,D21-1,0.0806,NA
2837,D21-2,0.1254,NA
2838,D21-3,0.1924,NA
2839,D21-4,0.1388,NA
2840,D21-5,0.1825,NA
2841,D21-6,0.1957,NA
2842,D21-7,0.1593,NA
2843,D21-8,0.1831,NA
2844,D21-9,0.2764,NA
2845,D22-1,0.0318,NA
2846,D22-2,0.0386,NA
2847,D22-3,0.0427,NA
2848,D22-4,0.0236,NA
2849,D22-5,0.0386,NA
2850,D22-6,0.0342,NA
2851,D22-7,0.0431,NA
2852,D22-8,0.0342,NA
2853,D22-9,0.0534,NA
2854,D22-10,0.0355,NA
2855,D22-11,0.0467,NA
2856,D22-12,0.0437,NA
2857,D23-1,0.0263,NA
2858,D23-2,0.1106,NA
2859,D23-3,0.1019,NA
2860,D23-4,0.1116,NA
2861,D23-5,0.0782,NA
2862,D23-6,0.1181,NA
2863,D23-7,0.0892,NA
2864,D23-8,0.1396,NA
2865,D23-9,0.0245,NA
2866,D23-10,0.1941,NA
2867,D23-11,0.1343,NA
2868,D23-12,0.085,NA
2869,D24-1,0.1928,NA
2870,D24-2,0.156,NA
2871,D24-3,0.1112,NA
2872,D24-4,0.1078,NA
2873,D24-5,0.164,NA
2874,D24-6,0.1478,NA
2875,D24-7,0.1484,NA
2876,D24-8,0.1502,NA
2877,D24-9,0.0536,NA
2878,D24-10,0.1022,NA
2879,D24-11,0.2171,NA
3601,D24-13,0.17,NA
2880,D24-12,0.1296,NA
2881,D25-1,0.0651,NA
2882,D25-2,0.0191,NA
2883,D25-3,0.0325,NA
2884,D25-4,0.1211,NA
2885,D25-5,0.0377,NA
2886,D25-6,0.1092,NA
2887,D26-1,0.0522,NA
2888,D26-2,0.0735,NA
2889,D26-3,0.0737,NA
2890,D26-4,0.1873,NA
2891,D26-5,0.2095,NA
2892,D26-6,0.3079,NA
2893,D27-1,0.1136,NA
2894,D27-2,0.5438,NA
2895,D27-3,0.0654,NA
2896,D27-4,0.2556,NA
2897,D27-5,0.0948,NA
2898,D27-6,0.4374,NA
2899,D28-1,0.0078,NA
2900,D28-2,0.0326,NA
2901,D28-3,0.0297,NA
2902,D28-4,5.00E-04,NA
2903,D28-5,0.0433,NA
2904,D28-6,0.0482,NA
2905,D28-7,0.0498,NA
2906,D28-8,0.0035,NA
2907,D28-9,0.0737,NA
2909,D29-2,0.1759,NA
2910,D29-3,0.0158,NA
2911,D29-4,0.0529,NA
2912,D29-5,0.0461,NA
2913,D29-6,0.238,NA
2914,D29-7,0.2303,NA
2915,D29-8,0.0953,NA
2916,D29-9,0.2134,NA
2917,D30-1,0.291,NA
2918,D30-2,0.1144,NA
2919,D30-3,0.5315,NA
2920,D30-4,0.1993,NA
2921,D30-5,0.1395,NA
2922,D30-6,0.1851,NA
2923,D30-7,0.3694,NA
2924,D30-8,0.4653,NA
2925,D30-9,0.0522,NA
2926,D31-1,0.0527,NA
2927,D31-2,0.012,NA
2928,D31-3,0.0213,NA
2929,D31-4,0.0487,NA
2930,D31-5,0.0579,NA
2931,D31-6,0.0418,NA
2932,D31-7,0.054,NA
2933,D31-8,0.0288,NA
2934,D31-9,0.0844,NA
2935,D31-10,0.007,NA
2936,D31-11,0.0437,NA
2937,D31-12,0.0505,NA
2938,D32-1,0.1244,NA
2939,D32-2,0.062,NA
2940,D32-3,0.1023,NA
2941,D32-4,0.1363,NA
2943,D32-6,0.1907,NA
2944,D32-7,0.1023,NA
2946,D32-9,0.1015,NA
2947,D32-10,0.1255,NA
2948,D32-11,0.0448,NA
2949,D32-12,0.0232,NA
2950,D33-1,0.2139,NA
2951,D33-2,0.0204,NA
2952,D33-3,0.1258,NA
2953,D33-4,0.2499,NA
2954,D33-5,0.0535,NA
2955,D33-6,0.2398,NA
2956,D33-7,0.2645,NA
2957,D33-8,0.274,NA
2958,D33-9,0.1162,NA
2959,D33-10,0.3038,NA
2960,D33-11,0.2922,NA
2961,D33-12,0.2582,NA
2962,D34-1,0.0195,NA
2963,D34-2,0.0254,NA
2964,D34-3,0.0142,NA
2965,D34-4,0.0699,NA
2966,D34-5,0.0338,NA
2967,D34-6,0.0894,NA
2968,D34-7,0.1032,NA
2969,D34-8,0.0259,NA
2970,D34-9,0.0558,NA
2971,D35-1,0.1054,NA
2972,D35-2,0.0588,NA
2973,D35-3,0.1023,NA
2974,D35-4,0.2005,NA
2975,D35-5,0.0957,NA
2976,D35-6,0.0453,NA
2977,D35-7,0.171,NA
2978,D35-8,0.2422,NA
2979,D35-9,0.077,NA
2980,D36-1,0.0513,NA
2981,D36-2,0.0489,NA
2982,D36-3,0.5049,NA
2983,D36-4,0.0815,NA
2984,D36-5,0.3345,NA
2985,D36-6,0.0954,NA
2986,D36-7,0.0755,NA
2987,D36-8,0.0905,NA
2988,D36-9,0.4101,NA
2989,D37-1,0.0138,NA
2990,D37-2,0.0635,NA
2991,D37-3,0.0691,NA
2992,D37-4,0.0281,NA
2993,D37-5,0.0268,NA
2994,D37-6,0.1184,NA
2995,D37-7,0.0782,NA
2996,D37-8,0.0176,NA
2997,D37-9,0.0163,NA
2998,D37-10,0.0327,NA
2999,D37-11,0.0412,NA
3000,D37-12,0.0202,NA
3001,D38-1,0.0446,NA
3002,D38-2,0.023,NA
3003,D38-3,0.0259,NA
3004,D38-4,0.2095,NA
3005,D38-5,0.1152,NA
3006,D38-6,0.1362,NA
3007,D38-7,0.1213,NA
3008,D38-8,0.0449,NA
3009,D38-9,0.0238,NA
3010,D38-10,0.1272,NA
3011,D38-11,0.015,NA
3012,D38-12,0.1943,NA
3013,D39-1,0.0315,NA
3014,D39-2,0.3308,NA
3015,D39-3,0.0229,NA
3016,D39-4,0.0022,NA
3017,D39-5,0.089,NA
3018,D39-6,0.2665,NA
3019,D39-7,0.213,NA
3020,D39-8,0.3055,NA
3021,D39-9,0.1323,NA
3022,D39-10,0.0615,NA
3023,D39-11,0.0381,NA
3024,D39-12,0.4268,NA
3025,D40-1,0.0179,NA
3026,D40-2,0.0104,NA
3027,D40-3,0.183,NA
3028,D40-4,0.0167,NA
3029,D40-5,0.0311,NA
3030,D40-6,0.0217,NA
3031,D40-7,0.0706,NA
3032,D40-8,0.0182,NA
3033,D40-9,0.0182,NA
3034,D40-10,0.0373,NA
3035,D40-11,0.0967,NA
3036,D40-12,0.0235,NA
3037,D41-1,0.0377,NA
3038,D41-2,0.1014,NA
3039,D41-3,0.0573,NA
3040,D41-4,0.0343,NA
3041,D41-5,0.1795,NA
3042,D41-6,0.1248,NA
3043,D41-7,0.1043,NA
3044,D41-8,0.0371,NA
3045,D41-9,0.0565,NA
3046,D41-10,0.105,NA
3047,D41-11,0.0441,NA
3048,D41-12,0.2916,NA
3049,D42-1,0.0434,NA
3050,D42-2,0.1855,NA
3051,D42-3,0.0773,NA
3052,D42-4,0.1899,NA
3053,D42-5,0.0643,NA
3054,D42-6,0.1295,NA
3055,D42-7,0.3577,NA
3056,D42-8,0.1337,NA
3057,D42-9,0.0922,NA
3058,D42-10,0.5427,NA
3059,D42-11,0.0482,NA
3060,D42-12,0.1206,NA
3061,D43-1,0.1114,NA
3062,D43-2,0.1754,NA
3063,D43-3,0.145,NA
3064,D44-1,0.4409,NA
3065,D44-2,0.4341,NA
3066,D44-3,0.529,NA
3067,D45-1,0.7904,NA
3068,D45-2,0.354,NA
3069,D45-3,1.2915,NA
3070,D46-1,0.1151,NA
3071,D46-2,0.1503,NA
3072,D46-3,0.0234,NA
3073,D46-4,0.114,NA
3074,D46-5,0.1091,NA
3075,D46-6,0.0499,NA
3076,D47-1,0.2563,NA
3077,D47-2,0.2077,NA
3078,D47-3,0.1231,NA
3079,D47-4,0.3424,NA
3080,D47-5,0.2764,NA
3081,D47-6,0.2446,NA
3082,D48-1,0.5132,NA
3083,D48-2,0.2576,NA
3084,D48-3,0.5212,NA
3085,D48-4,0.2727,NA
3086,D48-5,0.4621,NA
3087,D48-6,0.2191,NA
3088,D49-1,0.0519,NA
3089,D49-2,0.0584,NA
3090,D49-3,0.0644,NA
3091,D49-4,0.0395,NA
3092,D49-5,0.0609,NA
3093,D49-6,0.0647,NA
3094,D49-7,0.0465,NA
3095,D49-8,0.0418,NA
3096,D49-9,0.0621,NA
3097,D50-1,0.108,NA
3098,D50-2,0.2387,NA
3099,D50-3,0.0322,NA
3100,D50-4,0.0498,NA
3101,D50-5,0.2659,NA
3102,D50-6,0.1935,NA
3103,D50-7,0.0921,NA
3104,D50-8,0.2687,NA
3105,D50-9,0.284,NA
3106,D51-1,0.3875,NA
3107,D51-2,0.196,NA
3108,D51-3,0.3175,NA
3109,D51-4,0.2676,NA
3110,D51-5,0.4911,NA
3111,D51-6,0.2309,NA
3112,D51-7,0.1807,NA
3113,D51-8,0.2462,NA
3114,D51-9,0.3215,NA
3115,D52-1,0.0957,NA
3116,D52-2,0.0649,NA
3117,D52-3,0.0303,NA
3118,D52-4,0.0536,NA
3119,D52-5,0.1045,NA
3120,D52-6,0.0352,NA
3121,D52-7,0.0323,NA
3122,D52-8,0.0454,NA
3123,D52-9,0.042,NA
3124,D52-10,0.0867,NA
3125,D52-11,0.0462,NA
3126,D52-12,0.0651,NA
3127,D53-1,0.097,NA
3128,D53-2,0.1756,NA
3129,D53-3,0.1933,NA
3130,D53-4,0.1476,NA
3131,D53-5,0.1218,NA
3132,D53-6,0.0795,NA
3133,D53-7,0.2217,NA
3134,D53-8,0.0833,NA
3135,D53-9,0.0932,NA
3136,D53-10,0.1322,NA
3137,D53-11,0.0905,NA
3138,D53-12,0.0995,NA
3139,D54-1,0.1536,NA
3140,D54-2,0.1341,NA
3141,D54-3,0.1606,NA
3142,D54-4,0.0874,NA
3143,D54-5,0.3222,NA
3144,D54-6,0.1993,NA
3145,D54-7,0.1826,NA
3146,D54-8,0.2603,NA
3147,D54-9,0.2007,NA
3148,D54-10,0.1835,NA
3149,D54-11,0.2445,NA
3150,D54-12,0.2673,NA
3151,D55-1,0.1099,NA
3152,D55-2,0.0206,NA
3153,D55-3,0.0852,NA
3154,D55-4,0.1047,NA
3155,D55-5,0.0567,NA
3156,D55-6,0.0201,NA
3157,D56-1,0.2202,NA
3158,D56-2,0.4294,NA
3159,D56-3,0.0265,NA
3160,D56-4,0.0595,NA
3161,D56-5,0.3852,NA
3162,D56-6,0.0781,NA
3163,D57-1,0.1238,NA
3164,D57-2,0.0964,NA
3165,D57-3,0.5618,NA
3166,D57-4,0.8551,NA
3167,D57-5,0.4824,NA
3168,D57-6,0.0081,NA
3169,D58-1,0.0353,NA
3170,D58-2,0.1322,NA
3171,D58-3,0.0459,NA
3172,D58-4,0.0873,NA
3173,D58-5,0.0206,NA
3174,D58-6,0.0434,NA
3175,D58-7,0.0289,NA
3176,D58-8,0.0134,NA
3177,D58-9,0.0718,NA
3178,D59-1,0.0271,NA
3179,D59-2,0.3405,NA
3181,D59-4,0.0617,NA
3182,D59-5,0.1133,NA
3183,D59-6,0.0675,NA
3184,D59-7,0.276,NA
3185,D59-8,0.1363,NA
3186,D59-9,0.1819,NA
3187,D60-1,0.4566,NA
3188,D60-2,0.0604,NA
3189,D60-3,0.2117,NA
3190,D60-4,0.1073,NA
3191,D60-5,0.3814,NA
3192,D60-6,0.141,NA
3193,D60-7,0.4249,NA
3194,D60-8,0.2676,NA
3195,D60-9,0.349,NA
3196,D61-1,0.0523,NA
3197,D61-2,0.0523,NA
3198,D61-3,0.0481,NA
3199,D61-4,0.0127,NA
3200,D61-5,0.0193,NA
3201,D61-6,0.072,NA
3202,D61-7,0.0241,NA
3203,D61-8,0.0654,NA
3204,D61-9,0.0226,NA
3205,D61-10,0.0187,NA
3206,D61-11,0.0952,NA
3207,D61-12,0.0682,NA
3208,D62-1,0.0246,NA
3209,D62-2,0.0863,NA
3210,D62-3,0.0542,NA
3211,D62-4,0.0947,NA
3212,D62-5,0.22,NA
3213,D62-6,0.1354,NA
3214,D62-7,0.0815,NA
3215,D62-8,0.0615,NA
3216,D62-9,0.1136,NA
3217,D62-10,0.1911,NA
3218,D62-11,0.0424,NA
3219,D62-12,0.0157,NA
3220,D63-1,0.0955,NA
3221,D63-2,0.3279,NA
3222,D63-3,0.0361,NA
3223,D63-4,0.2158,NA
3224,D63-5,0.2491,NA
3225,D63-6,0.0045,NA
3226,D63-7,0.1175,NA
3227,D63-8,0.3559,NA
3228,D63-9,0.3066,NA
3229,D63-10,0.134,NA
3230,D63-11,0.4303,NA
3231,D63-12,0.2853,NA
3232,D64-1,0.0988,NA
3233,D64-2,0.0091,NA
3234,D64-3,0.0058,NA
3235,D64-4,0.1333,NA
3236,D64-5,0.0928,NA
3237,D64-6,0.0255,NA
3238,D64-7,0.0285,NA
3239,D64-8,0.0041,NA
3240,D64-9,0.0167,NA
3241,D65-1,0.0399,NA
3242,D65-2,0.0499,NA
3243,D65-3,0.2283,NA
3244,D65-4,0.0577,NA
3245,D65-5,0.059,NA
3246,D65-6,0.0251,NA
3247,D65-7,0.1429,NA
3248,D65-8,0.3085,NA
3249,D65-9,0.062,NA
3250,D66-1,0.0784,NA
3251,D66-2,0.0944,NA
3252,D66-3,0.1215,NA
3253,D66-4,0.2228,NA
3254,D66-5,0.3565,NA
3255,D66-6,0.05,NA
3256,D66-7,0.073,NA
3257,D66-8,0.0786,NA
3258,D66-9,0.7411,NA
3259,D67-1,0.0356,NA
3260,D67-2,0.0466,NA
3261,D67-3,0.0363,NA
3262,D67-4,0.0108,NA
3263,D67-5,0.0829,NA
3264,D67-6,0.0114,NA
3265,D67-7,0.0161,NA
3266,D67-8,0.1198,NA
3267,D67-9,0.0184,NA
3268,D67-10,0.0097,NA
3269,D67-11,0.0871,NA
3270,D67-12,0.0131,NA
3271,D68-1,0.0783,NA
3272,D68-2,0.1944,NA
3273,D68-3,0.1688,NA
3274,D68-4,0.0757,NA
3275,D68-5,0.0596,NA
3276,D68-6,0.056,NA
3277,D68-7,0.0222,NA
3278,D68-8,0.1117,NA
3279,D68-9,0.2301,NA
3280,D68-10,0.1076,NA
3281,D68-11,0.0401,NA
3282,D68-12,0.0871,NA
3283,D69-1,0.1522,NA
3284,D69-2,0.2728,NA
3285,D69-3,0.2837,NA
3286,D69-4,0.0775,NA
3287,D69-5,0.0112,NA
3288,D69-6,0.035,NA
3289,D69-7,0.0656,NA
3290,D69-8,0.3029,NA
3291,D69-9,0.0395,NA
3292,D69-10,0.307,NA
3293,D69-11,0.023,NA
3294,D69-12,0.3009,NA
3295,D70-1,0.0175,NA
3296,D70-2,0.0981,NA
3297,D70-3,0.0048,NA
3298,D70-4,0.0188,NA
3299,D70-5,0.0143,NA
3300,D70-6,0.0183,NA
3301,D70-7,0.0266,NA
3302,D70-8,0.0341,NA
3303,D70-9,0.0106,NA
3304,D70-10,0.0854,NA
3305,D70-11,0.0216,NA
3306,D70-12,0.0108,NA
3307,D71-1,0.0721,NA
3308,D71-2,0.0176,NA
3309,D71-3,0.2587,NA
3310,D71-4,0.21,NA
3311,D71-5,0.0874,NA
3312,D71-6,0.0364,NA
3313,D71-7,0.1697,NA
3314,D71-8,0.0936,NA
3315,D71-9,0.0699,NA
3316,D71-10,0.0243,NA
3317,D71-11,0.071,NA
3318,D71-12,0.0153,NA
3319,D72-1,0.0992,NA
3320,D72-2,0.0372,NA
3321,D72-3,0.0902,NA
3322,D72-4,0.6307,NA
3323,D72-5,0.0529,NA
3324,D72-6,0.0341,NA
3325,D72-7,0.1018,NA
3326,D72-8,0.0796,NA
3327,D72-9,0.109,NA
3328,D72-10,0.3922,NA
3329,D72-11,0.0464,NA
3330,D72-12,0.02,NA
3331,D73-1,0.0525,NA
3332,D73-2,0.1051,NA
3333,D73-3,0.0978,NA
3334,D74-1,0.2676,NA
3335,D74-2,0.2692,NA
3336,D74-3,0.3125,NA
3337,D75-1,0.3977,NA
3338,D75-2,0.5726,NA
3339,D75-3,0.7152,NA
3340,D76-1,0.0377,NA
3341,D76-2,0.0687,NA
3342,D76-3,0.0563,NA
3343,D76-4,0.023,NA
3344,D76-5,0.0428,NA
3345,D76-6,0.0688,NA
3346,D77-1,0.2639,NA
3347,D77-2,0.169,NA
3348,D77-3,0.1727,NA
3349,D77-4,0.2204,NA
3350,D77-5,0.0526,NA
3351,D77-6,0.1335,NA
3352,D78-1,0.267,NA
3353,D78-2,0.2915,NA
3354,D78-3,0.3071,NA
3355,D78-4,0.3865,NA
3356,D78-5,0.358,NA
3357,D78-6,0.2906,NA
3358,D79-1,0.0342,NA
3359,D79-2,0.0383,NA
3360,D79-3,0.0356,NA
3361,D79-4,0.0369,NA
3362,D79-5,0.025,NA
3363,D79-6,0.0535,NA
3364,D79-7,0.0233,NA
3365,D79-8,0.0503,NA
3366,D79-9,0.0615,NA
3367,D80-1,0.1394,NA
3368,D80-2,0.0954,NA
3369,D80-3,0.0871,NA
3370,D80-4,0.1729,NA
3371,D80-5,0.0969,NA
3372,D80-6,0.0804,NA
3373,D80-7,0.0668,NA
3374,D80-8,0.1251,NA
3375,D80-9,0.1399,NA
3376,D81-1,0.2033,NA
3377,D81-2,0.3655,NA
3378,D81-3,0.3805,NA
3379,D81-4,0.335,NA
3380,D81-5,0.3375,NA
3381,D81-6,0.2,NA
3382,D81-7,0.1446,NA
3383,D81-8,0.3433,NA
3384,D81-9,0.4885,NA
3385,D82-1,0.0182,NA
3386,D82-2,0.0308,NA
3387,D82-3,0.0251,NA
3388,D82-4,0.0175,NA
3389,D82-5,0.0198,NA
3390,D82-6,0.0267,NA
3391,D82-7,0.0036,NA
3392,D82-8,0.0183,NA
3393,D82-9,0.0182,NA
3394,D82-10,0.019,NA
3395,D82-11,0.0122,NA
3396,D82-12,0.0227,NA
3397,D83-1,0.0925,NA
3398,D83-2,0.0488,NA
3399,D83-3,0.1258,NA
3400,D83-4,0.067,NA
3401,D83-5,0.1005,NA
3402,D83-6,0.0811,NA
3403,D83-7,0.0817,NA
3404,D83-8,0.0807,NA
3405,D83-9,0.1035,NA
3406,D83-10,0.1658,NA
3407,D83-11,0.1179,NA
3408,D83-12,0.1155,NA
3409,D84-1,0.1443,NA
3410,D84-2,0.0721,NA
3411,D84-3,0.2739,NA
3412,D84-4,0.2015,NA
3413,D84-5,0.1279,NA
3414,D84-6,0.1044,NA
3415,D84-7,0.2072,NA
3416,D84-8,0.1633,NA
3417,D84-9,0.2752,NA
3418,D84-10,0.1618,NA
3419,D84-11,0.218,NA
3420,D84-12,0.2482,NA
3421,D85-1,0.0333,NA
3422,D85-2,0.0208,NA
3423,D85-3,0.0315,NA
3424,D85-4,0.0762,NA
3425,D85-5,0.0095,NA
3426,D85-6,0.0581,NA
3427,D86-1,0.0532,NA
3428,D86-2,0.0583,NA
3429,D86-3,0.2628,NA
3430,D86-4,0.0449,NA
3431,D86-5,0.1238,NA
3432,D86-6,0.0982,NA
3433,D87-1,0.0982,NA
3434,D87-2,0.168,NA
3435,D87-3,0.2917,NA
3436,D87-4,0.1694,NA
3437,D87-5,0.238,NA
3438,D87-6,0.5084,NA
3439,D88-1,0.0146,NA
3440,D88-2,0.0328,NA
3441,D88-3,0.041,NA
3442,D88-4,0.014,NA
3443,D88-5,0.0733,NA
3444,D88-6,0.0246,NA
3445,D88-7,0.0394,NA
3446,D88-8,0.0474,NA
3447,D88-9,0.0344,NA
3448,D89-1,0.1036,NA
3449,D89-2,0.0784,NA
3450,D89-3,0.0767,NA
3451,D89-4,0.0658,NA
3452,D89-5,0.0641,NA
3602,D89-10,0.1673,NA
3453,D89-6,0.3205,NA
3454,D89-7,0.035,NA
3455,D89-8,0.0975,NA
3456,D89-9,0.0548,NA
3457,D90-1,0.3471,NA
3458,D90-2,0.3919,NA
3459,D90-3,0.084,NA
3460,D90-4,0.097,NA
3461,D90-5,0.1347,NA
3462,D90-6,0.567,NA
3463,D90-7,0.1801,NA
3464,D90-8,0.1866,NA
3465,D90-9,0.2296,NA
3466,D91-1,0.0253,NA
3467,D91-2,0.0207,NA
3468,D91-3,0.0202,NA
3469,D91-4,0.0127,NA
3470,D91-5,0.047,NA
3471,D91-6,0.0144,NA
3472,D91-7,0.0166,NA
3473,D91-8,0.0106,NA
3474,D91-9,0.0176,NA
3475,D91-10,0.0188,NA
3476,D91-11,0.0333,NA
3477,D91-12,0.0549,NA
3478,D92-1,0.0445,NA
3479,D92-2,0.1534,NA
3480,D92-3,0.0494,NA
3481,D92-4,0.1005,NA
3482,D92-5,0.0997,NA
3483,D92-6,0.0752,NA
3484,D92-7,0.0497,NA
3485,D92-8,0.1416,NA
3486,D92-9,0.0322,NA
3487,D92-10,0.1848,NA
3489,D92-12,0.0727,NA
3490,D93-1,0.1244,NA
3491,D93-2,0.0933,NA
3492,D93-3,0.1145,NA
3493,D93-4,0.1362,NA
3494,D93-5,0.1175,NA
3495,D93-6,0.1239,NA
3496,D93-7,0.0777,NA
3497,D93-8,0.4273,NA
3498,D93-9,0.1122,NA
3499,D93-10,0.1358,NA
3500,D93-11,0.3587,NA
3501,D93-12,0.0767,NA
3502,D94-1,0.0242,NA
3503,D94-2,0.0464,NA
3504,D94-3,0.0176,NA
3505,D94-4,0.043,NA
3506,D94-5,0.0117,NA
3507,D94-6,0.0499,NA
3508,D94-7,0.065,NA
3509,D94-8,0.0156,NA
3510,D94-9,0.0226,NA
3511,D95-1,0.0324,NA
3512,D95-2,0.0949,NA
3513,D95-3,0.0553,NA
3514,D95-4,0.0904,NA
3515,D95-5,0.0901,NA
3516,D95-6,0.0111,NA
3517,D95-7,0.1485,NA
3518,D95-8,0.1301,NA
3519,D95-9,0.1586,NA
3520,D96-1,0.4895,NA
3521,D96-2,0.1009,NA
3522,D96-3,0.12,NA
3523,D96-4,0.0942,NA
3524,D96-5,0.1592,NA
3525,D96-6,0.0544,NA
3526,D96-7,0.2077,NA
3527,D96-8,0.3771,NA
3528,D96-9,0.2447,NA
3529,D97-1,0.0184,NA
3530,D97-2,0.0244,NA
3531,D97-3,0.016,NA
3532,D97-4,0.0275,NA
3533,D97-5,0.0194,NA
3534,D97-6,0.0269,NA
3535,D97-7,0.0146,NA
3536,D97-8,0.0377,NA
3537,D97-9,0.0282,NA
3538,D97-10,0.0213,NA
3539,D97-11,0.026,NA
3541,D98-1,0.0861,NA
3542,D98-2,0.0503,NA
3543,D98-3,0.0521,NA
3544,D98-4,0.0941,NA
3545,D98-5,0.082,NA
3546,D98-6,0.0757,NA
3547,D98-7,0.0242,NA
3548,D98-8,0.05,NA
3549,D98-9,0.2219,NA
3550,D98-10,0.0814,NA
3551,D98-11,0.0624,NA
3552,D98-12,0.0955,NA
3553,D99-1,0.029,NA
3554,D99-2,0.1198,NA
3555,D99-3,0.0735,NA
3556,D99-4,0.1291,NA
3557,D99-5,0.1317,NA
3558,D99-6,0.0866,NA
3559,D99-7,0.1744,NA
3560,D99-8,0.082,NA
3561,D99-9,0.143,NA
3562,D99-10,0.1765,NA
3563,D99-11,0.0928,NA
3564,D99-12,0.41,NA
3565,D100-1,0.0225,NA
3566,D100-2,0.0168,NA
3567,D100-3,0.0137,NA
3568,D100-4,0.0185,NA
3569,D100-5,0.0174,NA
3570,D100-6,0.031,NA
3571,D100-7,0.0335,NA
3572,D100-8,0.0115,NA
3573,D100-9,0.0184,NA
3574,D100-10,0.0168,NA
3575,D100-11,0.0503,NA
3576,D100-12,0.0112,NA
3577,D101-1,0.0363,NA
3578,D101-2,0.0699,NA
3579,D101-3,0.0808,NA
3580,D101-4,0.0349,NA
3581,D101-5,0.0999,NA
3582,D101-6,0.0641,NA
3583,D101-7,0.0942,NA
3584,D101-8,0.0324,NA
3585,D101-9,0.1865,NA
3586,D101-10,0.0823,NA
3587,D101-11,0.0761,NA
3588,D101-12,0.0252,NA
3590,D102-2,0.3486,NA
3593,D102-5,0.0551,NA
3594,D102-6,0.0571,NA
3595,D102-7,0.0663,NA
3596,D102-8,0.1605,NA
3597,D102-9,0.2385,NA
3598,D102-10,0.175,NA
3599,D102-11,0.2229,NA
3600,D102-12,0.3514,NA
